Date,Geo Name,Geo Name County,Type,E,E-OTY#,E-OTY%,LF,LF-OTY#,LF-OTY%,Number of Records,Pmur,Pyur,U,U-Oty#,U-OTY%,UR,Ur-Oty#,UR-OTY%
10-Apr,Farmington,Farmington,MSA,50186,,,55395,,,1,9.8,,5209,,,9.4,,
10-Apr,Las Cruces,Las Cruces,MSA,86367,,,93468,,,1,7.9,,7101,,,7.6,,
10-Apr,Santa Fe,Santa Fe,MSA,68447,,,73350,,,1,6.9,,4903,,,6.7,,
10-Apr,United States,United States,Nation,139302000,,,153911000,,,1,10.2,,14609000,,,9.5,,
10-Apr,Alabama,Alabama,State,1976552,,,2206232,,,1,11.5,,229680,,,10.4,,
10-Apr,Alaska,Alaska,State,327165,,,356659,,,1,8.9,,29494,,,8.3,,
10-Apr,Arizona,Arizona,State,2798099,,,3113311,,,1,10.4,,315212,,,10.1,,
10-Apr,Arkansas,Arkansas,State,1244571,,,1350258,,,1,8.3,,105687,,,7.8,,
10-Apr,California,California,State,16156408,,,18357644,,,1,12.6,,2201236,,,12,,
10-Apr,Colorado,Colorado,State,2488655,,,2720768,,,1,9.1,,232113,,,8.5,,
10-Apr,Connecticut,Connecticut,State,1729553,,,1897909,,,1,9.2,,168356,,,8.9,,
10-Apr,Delaware,Delaware,State,395441,,,432055,,,1,9,,36614,,,8.5,,
10-Apr,District of Columbia,District of Columbia,State,314431,,,344365,,,1,9.5,,29934,,,8.7,,
10-Apr,Florida,Florida,State,8233652,,,9208161,,,1,11,,974509,,,10.6,,
10-Apr,Georgia,Georgia,State,4202956,,,4663907,,,1,10.4,,460951,,,9.9,,
10-Apr,Hawaii,Hawaii,State,600085,,,643393,,,1,6.9,,43308,,,6.7,,
10-Apr,Idaho,Idaho,State,689721,,,761063,,,1,10,,71342,,,9.4,,
10-Apr,Illinois,Illinois,State,5956490,,,6657886,,,1,11.5,,701396,,,10.5,,
10-Apr,Indiana,Indiana,State,2857046,,,3194892,,,1,11.6,,337846,,,10.6,,
10-Apr,Iowa,Iowa,State,1581266,,,1679875,,,1,6.9,,98609,,,5.9,,
10-Apr,Kansas,Kansas,State,1395388,,,1498170,,,1,7.5,,102782,,,6.9,,
10-Apr,Kentucky,Kentucky,State,1854301,,,2059957,,,1,11,,205656,,,10,,
10-Apr,Louisiana,Louisiana,State,1938969,,,2086875,,,1,7.3,,147906,,,7.1,,
10-Apr,Maine,Maine,State,630170,,,688846,,,1,9.2,,58676,,,8.5,,
10-Apr,Maryland,Maryland,State,2828269,,,3052600,,,1,8.1,,224331,,,7.3,,
10-Apr,Massachusetts,Massachusetts,State,3186318,,,3475194,,,1,8.9,,288876,,,8.3,,
10-Apr,Michigan,Michigan,State,4203495,,,4824935,,,1,14.1,,621440,,,12.9,,
10-Apr,Minnesota,Minnesota,State,2715352,,,2934149,,,1,8.6,,218797,,,7.5,,
10-Apr,Mississippi,Mississippi,State,1136809,,,1261013,,,1,10.8,,124204,,,9.8,,
10-Apr,Missouri,Missouri,State,2788248,,,3074415,,,1,10.2,,286167,,,9.3,,
10-Apr,Montana,Montana,State,462632,,,500180,,,1,8.4,,37548,,,7.5,,
10-Apr,Nebraska,Nebraska,State,947375,,,992636,,,1,5.2,,45261,,,4.6,,
10-Apr,Nevada,Nevada,State,1174945,,,1357060,,,1,13.6,,182115,,,13.4,,
10-Apr,New Hampshire,New Hampshire,State,689875,,,733516,,,1,6.7,,43641,,,5.9,,
10-Apr,New Jersey,New Jersey,State,4140829,,,4569810,,,1,10.1,,428981,,,9.4,,
10-Apr,New Mexico,New Mexico,State,861407,,,935605,,,1,8.2,,74198,,,7.9,,
10-Apr,New York,New York,State,8832434,,,9648949,,,1,9.1,,816515,,,8.5,,
10-Apr,North Carolina,North Carolina,State,4149161,,,4657670,,,1,11.5,,508509,,,10.9,,
10-Apr,North Dakota,North Dakota,State,361471,,,375895,,,1,4.8,,14424,,,3.8,,
10-Apr,Ohio,Ohio,State,5260818,,,5872185,,,1,11.4,,611367,,,10.4,,
10-Apr,Oklahoma,Oklahoma,State,1655011,,,1769287,,,1,7,,114276,,,6.5,,
10-Apr,Oregon,Oregon,State,1760383,,,1978423,,,1,11.9,,218040,,,11,,
10-Apr,Pennsylvania,Pennsylvania,State,5845946,,,6372262,,,1,9.2,,526316,,,8.3,,
10-Apr,Rhode Island,Rhode Island,State,500266,,,563390,,,1,11.7,,63124,,,11.2,,
10-Apr,South Carolina,South Carolina,State,1923094,,,2157570,,,1,11.5,,234476,,,10.9,,
10-Apr,South Dakota,South Dakota,State,418174,,,439611,,,1,5.9,,21437,,,4.9,,
10-Apr,Tennessee,Tennessee,State,2792964,,,3090828,,,1,10.6,,297864,,,9.6,,
10-Apr,Texas,Texas,State,11289475,,,12255014,,,1,8.3,,965539,,,7.9,,
10-Apr,Utah,Utah,State,1246134,,,1351858,,,1,8.4,,105724,,,7.8,,
10-Apr,Vermont,Vermont,State,333235,,,356955,,,1,7,,23720,,,6.6,,
10-Apr,Virginia,Virginia,State,3886925,,,4177778,,,1,7.7,,290853,,,7,,
10-Apr,Washington,Washington,State,3173310,,,3524629,,,1,10.9,,351319,,,10,,
10-Apr,West Virginia,West Virginia,State,744096,,,811990,,,1,9.3,,67894,,,8.4,,
10-Apr,Wisconsin,Wisconsin,State,2802854,,,3078882,,,1,10.3,,276028,,,9,,
10-Apr,Wyoming,Wyoming,State,280119,,,301054,,,1,7.6,,20935,,,7,,
10-May,Bernalillo,Bernalillo,County,302041,,,326964,,,1,7.4,,24923,,,7.6,,
10-May,Catron,Catron,County,1091,,,1225,,,1,11.9,,134,,,10.9,,
10-May,Chaves,Chaves,County,26091,,,28069,,,1,6.9,,1978,,,7,,
10-May,Cibola,Cibola,County,8427,,,9280,,,1,9.1,,853,,,9.2,,
10-May,Colfax,Colfax,County,5459,,,6023,,,1,9.5,,564,,,9.4,,
10-May,Curry,Curry,County,20680,,,21750,,,1,4.8,,1070,,,4.9,,
10-May,De Baca,De Baca,County,813,,,861,,,1,6,,48,,,5.6,,
10-May,Dona Ana,Dona Ana,County,86935,,,94126,,,1,7.6,,7191,,,7.6,,
10-May,Eddy,Eddy,County,23888,,,25515,,,1,6.3,,1627,,,6.4,,
10-May,Grant,Grant,County,11300,,,12520,,,1,9.9,,1220,,,9.7,,
10-May,Guadalupe,Guadalupe,County,1513,,,1675,,,1,9.7,,162,,,9.7,,
10-May,Harding,Harding,County,271,,,288,,,1,4.9,,17,,,5.9,,
10-May,Hidalgo,Hidalgo,County,2016,,,2208,,,1,8.7,,192,,,8.7,,
10-May,Lea,Lea,County,23927,,,26030,,,1,8.1,,2103,,,8.1,,
10-May,Lincoln,Lincoln,County,8488,,,9178,,,1,7.7,,690,,,7.5,,
10-May,Los Alamos,Los Alamos,County,9058,,,9359,,,1,3.3,,301,,,3.2,,
10-May,Luna,Luna,County,8784,,,11540,,,1,25.1,,2756,,,23.9,,
10-May,McKinley,McKinley,County,23106,,,25504,,,1,9.3,,2398,,,9.4,,
10-May,Mora,Mora,County,2154,,,2471,,,1,12.9,,317,,,12.8,,
10-May,Otero,Otero,County,23305,,,25044,,,1,6.6,,1739,,,6.9,,
10-May,Quay,Quay,County,3207,,,3504,,,1,9,,297,,,8.5,,
10-May,Rio Arriba,Rio Arriba,County,16341,,,17992,,,1,9,,1651,,,9.2,,
10-May,Roosevelt,Roosevelt,County,7920,,,8398,,,1,5.6,,478,,,5.7,,
10-May,San Juan,San Juan,County,50597,,,55784,,,1,9.4,,5187,,,9.3,,
10-May,San Miguel,San Miguel,County,9970,,,10999,,,1,9,,1029,,,9.4,,
10-May,Sandoval,Sandoval,County,56116,,,61169,,,1,8.1,,5053,,,8.3,,
10-May,Santa Fe,Santa Fe,County,68081,,,73039,,,1,6.7,,4958,,,6.8,,
10-May,Sierra,Sierra,County,3609,,,3990,,,1,9.3,,381,,,9.5,,
10-May,Socorro,Socorro,County,6343,,,6818,,,1,6.7,,475,,,7,,
10-May,Taos,Taos,County,13081,,,14953,,,1,11.7,,1872,,,12.5,,
10-May,Torrance,Torrance,County,5324,,,6002,,,1,11.4,,678,,,11.3,,
10-May,Union,Union,County,1851,,,1967,,,1,6.3,,116,,,5.9,,
10-May,Valencia,Valencia,County,28136,,,31121,,,1,9.2,,2985,,,9.6,,
10-May,Albuquerque,Albuquerque,MSA,391617,,,425256,,,1,7.7,,33639,,,7.9,,
10-May,Farmington,Farmington,MSA,50597,,,55784,,,1,9.4,,5187,,,9.3,,
10-May,Las Cruces,Las Cruces,MSA,86935,,,94126,,,1,7.6,,7191,,,7.6,,
10-May,Santa Fe,Santa Fe,MSA,68081,,,73039,,,1,6.7,,4958,,,6.8,,
10-May,United States,United States,Nation,139497000,,,153866000,,,1,9.5,,14369000,,,9.3,,
10-May,Alabama,Alabama,State,1994090,,,2213429,,,1,10.4,,219339,,,9.9,,
10-May,Alaska,Alaska,State,333227,,,361477,,,1,8.3,,28250,,,7.8,,
10-May,Arizona,Arizona,State,2780676,,,3091206,,,1,10.1,,310530,,,10,,
10-May,Arkansas,Arkansas,State,1250681,,,1359528,,,1,7.8,,108847,,,8,,
10-May,California,California,State,16178497,,,18318838,,,1,12,,2140341,,,11.7,,
10-May,Colorado,Colorado,State,2482338,,,2713397,,,1,8.5,,231059,,,8.5,,
10-May,Connecticut,Connecticut,State,1744023,,,1914400,,,1,8.9,,170377,,,8.9,,
10-May,Delaware,Delaware,State,396965,,,431888,,,1,8.5,,34923,,,8.1,,
10-May,District of Columbia,District of Columbia,State,315702,,,346604,,,1,8.7,,30902,,,8.9,,
10-May,Florida,Florida,State,8260328,,,9226168,,,1,10.6,,965840,,,10.5,,
10-May,Georgia,Georgia,State,4203148,,,4672893,,,1,9.9,,469745,,,10.1,,
10-May,Hawaii,Hawaii,State,601184,,,644452,,,1,6.7,,43268,,,6.7,,
10-May,Idaho,Idaho,State,698528,,,762017,,,1,9.4,,63489,,,8.3,,
10-May,Illinois,Illinois,State,5964253,,,6631730,,,1,10.5,,667477,,,10.1,,
10-May,Indiana,Indiana,State,2868075,,,3196453,,,1,10.6,,328378,,,10.3,,
10-May,Iowa,Iowa,State,1582091,,,1676186,,,1,5.9,,94095,,,5.6,,
10-May,Kansas,Kansas,State,1393687,,,1495445,,,1,6.9,,101758,,,6.8,,
10-May,Kentucky,Kentucky,State,1854781,,,2061468,,,1,10,,206687,,,10,,
10-May,Louisiana,Louisiana,State,1933291,,,2093399,,,1,7.1,,160108,,,7.6,,
10-May,Maine,Maine,State,634119,,,689737,,,1,8.5,,55618,,,8.1,,
10-May,Maryland,Maryland,State,2839601,,,3066870,,,1,7.3,,227269,,,7.4,,
10-May,Massachusetts,Massachusetts,State,3182451,,,3466965,,,1,8.3,,284514,,,8.2,,
10-May,Michigan,Michigan,State,4232459,,,4841955,,,1,12.9,,609496,,,12.6,,
10-May,Minnesota,Minnesota,State,2731981,,,2938287,,,1,7.5,,206306,,,7,,
10-May,Mississippi,Mississippi,State,1135715,,,1267073,,,1,9.8,,131358,,,10.4,,
10-May,Missouri,Missouri,State,2786134,,,3064076,,,1,9.3,,277942,,,9.1,,
10-May,Montana,Montana,State,467249,,,501472,,,1,7.5,,34223,,,6.8,,
10-May,Nebraska,Nebraska,State,951096,,,995762,,,1,4.6,,44666,,,4.5,,
10-May,Nevada,Nevada,State,1177567,,,1357873,,,1,13.4,,180306,,,13.3,,
10-May,New Hampshire,New Hampshire,State,693764,,,735164,,,1,5.9,,41400,,,5.6,,
10-May,New Jersey,New Jersey,State,4138961,,,4560800,,,1,9.4,,421839,,,9.2,,
10-May,New Mexico,New Mexico,State,859923,,,935364,,,1,7.9,,75441,,,8.1,,
10-May,New York,New York,State,8824164,,,9616724,,,1,8.5,,792560,,,8.2,,
10-May,North Carolina,North Carolina,State,4157243,,,4663523,,,1,10.9,,506280,,,10.9,,
10-May,North Dakota,North Dakota,State,367033,,,379879,,,1,3.8,,12846,,,3.4,,
10-May,Ohio,Ohio,State,5281044,,,5861820,,,1,10.4,,580776,,,9.9,,
10-May,Oklahoma,Oklahoma,State,1650748,,,1771810,,,1,6.5,,121062,,,6.8,,
10-May,Oregon,Oregon,State,1765954,,,1971712,,,1,11,,205758,,,10.4,,
10-May,Pennsylvania,Pennsylvania,State,5859925,,,6408274,,,1,8.3,,548349,,,8.6,,
10-May,Rhode Island,Rhode Island,State,500937,,,563832,,,1,11.2,,62895,,,11.2,,
10-May,South Carolina,South Carolina,State,1935363,,,2168237,,,1,10.9,,232874,,,10.7,,
10-May,South Dakota,South Dakota,State,420631,,,441874,,,1,4.9,,21243,,,4.8,,
10-May,Tennessee,Tennessee,State,2799508,,,3088063,,,1,9.6,,288555,,,9.3,,
10-May,Texas,Texas,State,11260078,,,12220312,,,1,7.9,,960234,,,7.9,,
10-May,Utah,Utah,State,1250675,,,1356287,,,1,7.8,,105612,,,7.8,,
10-May,Vermont,Vermont,State,336033,,,357232,,,1,6.6,,21199,,,5.9,,
10-May,Virginia,Virginia,State,3888950,,,4185654,,,1,7,,296704,,,7.1,,
10-May,Washington,Washington,State,3170459,,,3517225,,,1,10,,346766,,,9.9,,
10-May,West Virginia,West Virginia,State,746359,,,813742,,,1,8.4,,67383,,,8.3,,
10-May,Wisconsin,Wisconsin,State,2812858,,,3074285,,,1,9,,261427,,,8.5,,
10-May,Wyoming,Wyoming,State,282396,,,302103,,,1,7,,19707,,,6.5,,
10-Jun,Bernalillo,Bernalillo,County,301931,,,330392,,,1,7.6,,28461,,,8.6,,
10-Jun,Catron,Catron,County,1170,,,1323,,,1,10.9,,153,,,11.6,,
10-Jun,Chaves,Chaves,County,26053,,,28453,,,1,7,,2400,,,8.4,,
10-Jun,Cibola,Cibola,County,8441,,,9459,,,1,9.2,,1018,,,10.8,,
10-Jun,Colfax,Colfax,County,6188,,,6759,,,1,9.4,,571,,,8.4,,
10-Jun,Curry,Curry,County,20317,,,21560,,,1,4.9,,1243,,,5.8,,
10-Jun,De Baca,De Baca,County,806,,,861,,,1,5.6,,55,,,6.4,,
10-Jun,Dona Ana,Dona Ana,County,86444,,,94508,,,1,7.6,,8064,,,8.5,,
10-Jun,Eddy,Eddy,County,24092,,,25946,,,1,6.4,,1854,,,7.1,,
10-Jun,Grant,Grant,County,11006,,,12334,,,1,9.7,,1328,,,10.8,,
10-Jun,Guadalupe,Guadalupe,County,1549,,,1735,,,1,9.7,,186,,,10.7,,
10-Jun,Harding,Harding,County,282,,,300,,,1,5.9,,18,,,6,,
10-Jun,Hidalgo,Hidalgo,County,2078,,,2286,,,1,8.7,,208,,,9.1,,
10-Jun,Lea,Lea,County,24226,,,26593,,,1,8.1,,2367,,,8.9,,
10-Jun,Lincoln,Lincoln,County,8898,,,9666,,,1,7.5,,768,,,7.9,,
10-Jun,Los Alamos,Los Alamos,County,9198,,,9555,,,1,3.2,,357,,,3.7,,
10-Jun,Luna,Luna,County,10062,,,12826,,,1,23.9,,2764,,,21.5,,
10-Jun,McKinley,McKinley,County,22971,,,25847,,,1,9.4,,2876,,,11.1,,
10-Jun,Mora,Mora,County,2167,,,2498,,,1,12.8,,331,,,13.3,,
10-Jun,Otero,Otero,County,23294,,,25323,,,1,6.9,,2029,,,8,,
10-Jun,Quay,Quay,County,3256,,,3615,,,1,8.5,,359,,,9.9,,
10-Jun,Rio Arriba,Rio Arriba,County,16519,,,18338,,,1,9.2,,1819,,,9.9,,
10-Jun,Roosevelt,Roosevelt,County,7755,,,8366,,,1,5.7,,611,,,7.3,,
10-Jun,San Juan,San Juan,County,50567,,,56614,,,1,9.3,,6047,,,10.7,,
10-Jun,San Miguel,San Miguel,County,10083,,,11298,,,1,9.4,,1215,,,10.8,,
10-Jun,Sandoval,Sandoval,County,56025,,,61865,,,1,8.3,,5840,,,9.4,,
10-Jun,Santa Fe,Santa Fe,County,69400,,,74939,,,1,6.8,,5539,,,7.4,,
10-Jun,Sierra,Sierra,County,3883,,,4260,,,1,9.5,,377,,,8.8,,
10-Jun,Socorro,Socorro,County,6318,,,6927,,,1,7,,609,,,8.8,,
10-Jun,Taos,Taos,County,13525,,,15437,,,1,12.5,,1912,,,12.4,,
10-Jun,Torrance,Torrance,County,5294,,,6062,,,1,11.3,,768,,,12.7,,
10-Jun,Union,Union,County,1871,,,2001,,,1,5.9,,130,,,6.5,,
10-Jun,Valencia,Valencia,County,28202,,,31678,,,1,9.6,,3476,,,11,,
10-Jun,Albuquerque,Albuquerque,MSA,391452,,,429997,,,1,7.9,,38545,,,9,,
10-Jun,Farmington,Farmington,MSA,50567,,,56614,,,1,9.3,,6047,,,10.7,,
10-Jun,Las Cruces,Las Cruces,MSA,86444,,,94508,,,1,7.6,,8064,,,8.5,,
10-Jun,Santa Fe,Santa Fe,MSA,69400,,,74939,,,1,6.8,,5539,,,7.4,,
10-Jun,United States,United States,Nation,139882000,,,154767000,,,1,9.3,,14885000,,,9.6,,
10-Jun,Alabama,Alabama,State,1994590,,,2229562,,,1,9.9,,234972,,,10.5,,
10-Jun,Alaska,Alaska,State,339709,,,368539,,,1,7.8,,28830,,,7.8,,
10-Jun,Arizona,Arizona,State,2772243,,,3096351,,,1,10,,324108,,,10.5,,
10-Jun,Arkansas,Arkansas,State,1265857,,,1377267,,,1,8,,111410,,,8.1,,
10-Jun,California,California,State,16123264,,,18330170,,,1,11.7,,2206906,,,12,,
10-Jun,Colorado,Colorado,State,2499160,,,2743766,,,1,8.5,,244606,,,8.9,,
10-Jun,Connecticut,Connecticut,State,1755839,,,1931026,,,1,8.9,,175187,,,9.1,,
10-Jun,Delaware,Delaware,State,400989,,,438541,,,1,8.1,,37552,,,8.6,,
10-Jun,District of Columbia,District of Columbia,State,319186,,,352782,,,1,8.9,,33596,,,9.5,,
10-Jun,Florida,Florida,State,8208789,,,9221234,,,1,10.5,,1012445,,,11,,
10-Jun,Georgia,Georgia,State,4175163,,,4667938,,,1,10.1,,492775,,,10.6,,
10-Jun,Hawaii,Hawaii,State,603196,,,652004,,,1,6.7,,48808,,,7.5,,
10-Jun,Idaho,Idaho,State,704028,,,769293,,,1,8.3,,65265,,,8.5,,
10-Jun,Illinois,Illinois,State,6003452,,,6702344,,,1,10.1,,698892,,,10.4,,
10-Jun,Indiana,Indiana,State,2881377,,,3214310,,,1,10.3,,332933,,,10.4,,
10-Jun,Iowa,Iowa,State,1591012,,,1689893,,,1,5.6,,98881,,,5.9,,
10-Jun,Kansas,Kansas,State,1410005,,,1517645,,,1,6.8,,107640,,,7.1,,
10-Jun,Kentucky,Kentucky,State,1867523,,,2075997,,,1,10,,208474,,,10,,
10-Jun,Louisiana,Louisiana,State,1944913,,,2128856,,,1,7.6,,183943,,,8.6,,
10-Jun,Maine,Maine,State,647647,,,702880,,,1,8.1,,55233,,,7.9,,
10-Jun,Maryland,Maryland,State,2859273,,,3097554,,,1,7.4,,238281,,,7.7,,
10-Jun,Massachusetts,Massachusetts,State,3227963,,,3525224,,,1,8.2,,297261,,,8.4,,
10-Jun,Michigan,Michigan,State,4242846,,,4861005,,,1,12.6,,618159,,,12.7,,
10-Jun,Minnesota,Minnesota,State,2741959,,,2957785,,,1,7,,215826,,,7.3,,
10-Jun,Mississippi,Mississippi,State,1178535,,,1318815,,,1,10.4,,140280,,,10.6,,
10-Jun,Missouri,Missouri,State,2798783,,,3091450,,,1,9.1,,292667,,,9.5,,
10-Jun,Montana,Montana,State,471325,,,507974,,,1,6.8,,36649,,,7.2,,
10-Jun,Nebraska,Nebraska,State,957401,,,1006269,,,1,4.5,,48868,,,4.9,,
10-Jun,Nevada,Nevada,State,1175242,,,1359001,,,1,13.3,,183759,,,13.5,,
10-Jun,New Hampshire,New Hampshire,State,702755,,,744996,,,1,5.6,,42241,,,5.7,,
10-Jun,New Jersey,New Jersey,State,4165950,,,4594818,,,1,9.2,,428868,,,9.3,,
10-Jun,New Mexico,New Mexico,State,863872,,,949623,,,1,8.1,,85751,,,9,,
10-Jun,New York,New York,State,8865867,,,9675506,,,1,8.2,,809639,,,8.4,,
10-Jun,North Carolina,North Carolina,State,4137291,,,4641162,,,1,10.9,,503871,,,10.9,,
10-Jun,North Dakota,North Dakota,State,372242,,,388072,,,1,3.4,,15830,,,4.1,,
10-Jun,Ohio,Ohio,State,5288586,,,5887154,,,1,9.9,,598568,,,10.2,,
10-Jun,Oklahoma,Oklahoma,State,1664150,,,1790313,,,1,6.8,,126163,,,7,,
10-Jun,Oregon,Oregon,State,1781220,,,1993202,,,1,10.4,,211982,,,10.6,,
10-Jun,Pennsylvania,Pennsylvania,State,5884267,,,6435883,,,1,8.6,,551616,,,8.6,,
10-Jun,Rhode Island,Rhode Island,State,507685,,,569685,,,1,11.2,,62000,,,10.9,,
10-Jun,South Carolina,South Carolina,State,1940423,,,2184631,,,1,10.7,,244208,,,11.2,,
10-Jun,South Dakota,South Dakota,State,427889,,,449100,,,1,4.8,,21211,,,4.7,,
10-Jun,Tennessee,Tennessee,State,2814535,,,3109495,,,1,9.3,,294960,,,9.5,,
10-Jun,Texas,Texas,State,11238521,,,12268417,,,1,7.9,,1029896,,,8.4,,
10-Jun,Utah,Utah,State,1253877,,,1366010,,,1,7.8,,112133,,,8.2,,
10-Jun,Vermont,Vermont,State,341138,,,363438,,,1,5.9,,22300,,,6.1,,
10-Jun,Virginia,Virginia,State,3885392,,,4185757,,,1,7.1,,300365,,,7.2,,
10-Jun,Washington,Washington,State,3183313,,,3527416,,,1,9.9,,344103,,,9.8,,
10-Jun,West Virginia,West Virginia,State,749765,,,818874,,,1,8.3,,69109,,,8.4,,
10-Jun,Wisconsin,Wisconsin,State,2849459,,,3120226,,,1,8.5,,270767,,,8.7,,
10-Jun,Wyoming,Wyoming,State,288382,,,307449,,,1,6.5,,19067,,,6.2,,
10-Jul,Bernalillo,Bernalillo,County,301734,,,329471,,,1,8.6,,27737,,,8.4,,
10-Jul,Catron,Catron,County,1122,,,1270,,,1,11.6,,148,,,11.7,,
10-Jul,Chaves,Chaves,County,25795,,,28226,,,1,8.4,,2431,,,8.6,,
10-Jul,Cibola,Cibola,County,8506,,,9502,,,1,10.8,,996,,,10.5,,
10-Jul,Colfax,Colfax,County,6781,,,7335,,,1,8.4,,554,,,7.6,,
10-Jul,Curry,Curry,County,20589,,,21899,,,1,5.8,,1310,,,6,,
10-Jul,De Baca,De Baca,County,782,,,837,,,1,6.4,,55,,,6.6,,
10-Jul,Dona Ana,Dona Ana,County,85536,,,93449,,,1,8.5,,7913,,,8.5,,
10-Jul,Eddy,Eddy,County,24404,,,26253,,,1,7.1,,1849,,,7,,
10-Jul,Grant,Grant,County,11023,,,12263,,,1,10.8,,1240,,,10.1,,
10-Jul,Guadalupe,Guadalupe,County,1541,,,1730,,,1,10.7,,189,,,10.9,,
10-Jul,Harding,Harding,County,276,,,295,,,1,6,,19,,,6.4,,
10-Jul,Hidalgo,Hidalgo,County,2276,,,2476,,,1,9.1,,200,,,8.1,,
10-Jul,Lea,Lea,County,24495,,,26765,,,1,8.9,,2270,,,8.5,,
10-Jul,Lincoln,Lincoln,County,9104,,,9832,,,1,7.9,,728,,,7.4,,
10-Jul,Los Alamos,Los Alamos,County,9409,,,9797,,,1,3.7,,388,,,4,,
10-Jul,Luna,Luna,County,10587,,,13018,,,1,21.5,,2431,,,18.7,,
10-Jul,McKinley,McKinley,County,22560,,,25439,,,1,11.1,,2879,,,11.3,,
10-Jul,Mora,Mora,County,2179,,,2499,,,1,13.3,,320,,,12.8,,
10-Jul,Otero,Otero,County,23379,,,25395,,,1,8,,2016,,,7.9,,
10-Jul,Quay,Quay,County,3268,,,3622,,,1,9.9,,354,,,9.8,,
10-Jul,Rio Arriba,Rio Arriba,County,16739,,,18509,,,1,9.9,,1770,,,9.6,,
10-Jul,Roosevelt,Roosevelt,County,7781,,,8393,,,1,7.3,,612,,,7.3,,
10-Jul,San Juan,San Juan,County,49237,,,55003,,,1,10.7,,5766,,,10.5,,
10-Jul,San Miguel,San Miguel,County,10158,,,11325,,,1,10.8,,1167,,,10.3,,
10-Jul,Sandoval,Sandoval,County,55985,,,61625,,,1,9.4,,5640,,,9.2,,
10-Jul,Santa Fe,Santa Fe,County,70048,,,75497,,,1,7.4,,5449,,,7.2,,
10-Jul,Sierra,Sierra,County,3986,,,4367,,,1,8.8,,381,,,8.7,,
10-Jul,Socorro,Socorro,County,6405,,,7031,,,1,8.8,,626,,,8.9,,
10-Jul,Taos,Taos,County,13884,,,15615,,,1,12.4,,1731,,,11.1,,
10-Jul,Torrance,Torrance,County,5315,,,6069,,,1,12.7,,754,,,12.4,,
10-Jul,Union,Union,County,1853,,,1991,,,1,6.5,,138,,,6.9,,
10-Jul,Valencia,Valencia,County,28169,,,31509,,,1,11,,3340,,,10.6,,
10-Jul,Albuquerque,Albuquerque,MSA,391203,,,428674,,,1,9,,37471,,,8.7,,
10-Jul,Farmington,Farmington,MSA,49237,,,55003,,,1,10.7,,5766,,,10.5,,
10-Jul,Las Cruces,Las Cruces,MSA,85536,,,93449,,,1,8.5,,7913,,,8.5,,
10-Jul,Santa Fe,Santa Fe,MSA,70048,,,75497,,,1,7.4,,5449,,,7.2,,
10-Jul,United States,United States,Nation,140134000,,,155270000,,,1,9.6,,15137000,,,9.7,,
10-Jul,Alabama,Alabama,State,1990949,,,2216775,,,1,10.5,,225826,,,10.2,,
10-Jul,Alaska,Alaska,State,346189,,,372360,,,1,7.8,,26171,,,7,,
10-Jul,Arizona,Arizona,State,2756102,,,3088705,,,1,10.5,,332603,,,10.8,,
10-Jul,Arkansas,Arkansas,State,1260320,,,1375717,,,1,8.1,,115397,,,8.4,,
10-Jul,California,California,State,16115939,,,18432464,,,1,12,,2316525,,,12.6,,
10-Jul,Colorado,Colorado,State,2504406,,,2744763,,,1,8.9,,240357,,,8.8,,
10-Jul,Connecticut,Connecticut,State,1767051,,,1949252,,,1,9.1,,182201,,,9.3,,
10-Jul,Delaware,Delaware,State,403644,,,440646,,,1,8.6,,37002,,,8.4,,
10-Jul,District of Columbia,District of Columbia,State,322602,,,356243,,,1,9.5,,33641,,,9.4,,
10-Jul,Florida,Florida,State,8228895,,,9290269,,,1,11,,1061374,,,11.4,,
10-Jul,Georgia,Georgia,State,4193233,,,4693367,,,1,10.6,,500134,,,10.7,,
10-Jul,Hawaii,Hawaii,State,609933,,,656749,,,1,7.5,,46816,,,7.1,,
10-Jul,Idaho,Idaho,State,706038,,,769888,,,1,8.5,,63850,,,8.3,,
10-Jul,Illinois,Illinois,State,5998327,,,6707711,,,1,10.4,,709384,,,10.6,,
10-Jul,Indiana,Indiana,State,2884969,,,3216769,,,1,10.4,,331800,,,10.3,,
10-Jul,Iowa,Iowa,State,1597893,,,1693442,,,1,5.9,,95549,,,5.6,,
10-Jul,Kansas,Kansas,State,1409786,,,1522101,,,1,7.1,,112315,,,7.4,,
10-Jul,Kentucky,Kentucky,State,1852763,,,2060118,,,1,10,,207355,,,10.1,,
10-Jul,Louisiana,Louisiana,State,1949773,,,2129241,,,1,8.6,,179468,,,8.4,,
10-Jul,Maine,Maine,State,655133,,,710394,,,1,7.9,,55261,,,7.8,,
10-Jul,Maryland,Maryland,State,2885817,,,3131098,,,1,7.7,,245281,,,7.8,,
10-Jul,Massachusetts,Massachusetts,State,3231554,,,3525744,,,1,8.4,,294190,,,8.3,,
10-Jul,Michigan,Michigan,State,4211245,,,4868245,,,1,12.7,,657000,,,13.5,,
10-Jul,Minnesota,Minnesota,State,2757338,,,2972965,,,1,7.3,,215627,,,7.3,,
10-Jul,Mississippi,Mississippi,State,1199914,,,1345847,,,1,10.6,,145933,,,10.8,,
10-Jul,Missouri,Missouri,State,2783885,,,3085690,,,1,9.5,,301805,,,9.8,,
10-Jul,Montana,Montana,State,477350,,,511660,,,1,7.2,,34310,,,6.7,,
