Number of Records,Region,Adjustment,area,Area,Area Type,areatype,Employed,Labor Force,Period,periodtype,Year,Period Type,Preliminary or Final,stfips,Unemployed,Unemployment Rate
1,MI,Not Adj,27,"Cass County, MI",County,4,23369,24671,January,3,2019,Monthly,Final,26,1302,5.30%
1,MI,Not Adj,27,"Cass County, MI",County,4,23621,24801,February,3,2019,Monthly,Final,26,1180,4.80%
1,MI,Not Adj,27,"Cass County, MI",County,4,23576,24770,March,3,2019,Monthly,Final,26,1194,4.80%
1,MI,Not Adj,27,"Cass County, MI",County,4,23564,24495,April,3,2019,Monthly,Final,26,931,3.80%
1,MI,Not Adj,27,"Cass County, MI",County,4,23692,24688,May,3,2019,Monthly,Final,26,996,4.00%
1,MI,Not Adj,27,"Cass County, MI",County,4,23393,24597,June,3,2019,Monthly,Final,26,1204,4.90%
1,MI,Not Adj,27,"Cass County, MI",County,4,23297,24433,January,3,2020,Monthly,Final,26,1136,4.60%
1,MI,Not Adj,27,"Cass County, MI",County,4,23856,24824,February,3,2020,Monthly,Final,26,968,3.90%
1,MI,Not Adj,27,"Cass County, MI",County,4,23262,24153,March,3,2020,Monthly,Final,26,891,3.70%
1,MI,Not Adj,27,"Cass County, MI",County,4,19386,25895,April,3,2020,Monthly,Final,26,6509,25.10%
1,MI,Not Adj,27,"Cass County, MI",County,4,21047,25307,May,3,2020,Monthly,Preliminary,26,4260,16.80%
1,MI,Not Adj,27,"Cass County, MI",County,4,22920,24260,July,3,2019,Monthly,Final,26,1340,5.50%
1,MI,Not Adj,27,"Cass County, MI",County,4,23202,24282,August,3,2019,Monthly,Final,26,1080,4.40%
1,MI,Not Adj,27,"Cass County, MI",County,4,23508,24368,September,3,2019,Monthly,Final,26,860,3.50%
1,MI,Not Adj,27,"Cass County, MI",County,4,23399,24232,October,3,2019,Monthly,Final,26,833,3.40%
1,MI,Not Adj,27,"Cass County, MI",County,4,23603,24393,November,3,2019,Monthly,Final,26,790,3.20%
1,MI,Not Adj,27,"Cass County, MI",County,4,23460,24332,December,3,2019,Monthly,Final,26,872,3.60%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11946,12814,January,3,2019,Monthly,Final,26,868,6.80%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11823,12637,February,3,2019,Monthly,Final,26,814,6.40%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11758,12555,March,3,2019,Monthly,Final,26,797,6.30%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11548,12186,April,3,2019,Monthly,Final,26,638,5.20%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,12458,12980,May,3,2019,Monthly,Final,26,522,4.00%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,13285,13870,June,3,2019,Monthly,Final,26,585,4.20%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11759,12510,January,3,2020,Monthly,Final,26,751,6.00%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11737,12375,February,3,2020,Monthly,Final,26,638,5.20%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11440,12048,March,3,2020,Monthly,Final,26,608,5.00%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,7896,11618,April,3,2020,Monthly,Final,26,3722,32.00%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,10036,13039,May,3,2020,Monthly,Preliminary,26,3003,23.00%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,13555,14164,July,3,2019,Monthly,Final,26,609,4.30%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,13354,13855,August,3,2019,Monthly,Final,26,501,3.60%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,12432,12848,September,3,2019,Monthly,Final,26,416,3.20%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,12183,12576,October,3,2019,Monthly,Final,26,393,3.10%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11740,12184,November,3,2019,Monthly,Final,26,444,3.60%
1,MI,Not Adj,29,"Charlevoix County, MI",County,4,11699,12283,December,3,2019,Monthly,Final,26,584,4.80%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8627,10063,February,3,2020,Monthly,Final,26,1436,14.30%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8468,9746,March,3,2020,Monthly,Final,26,1278,13.10%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,5776,9793,April,3,2020,Monthly,Final,26,4017,41.00%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,7443,10598,May,3,2020,Monthly,Preliminary,26,3155,29.80%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,10910,11314,August,3,2019,Monthly,Final,26,404,3.60%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,10387,10713,September,3,2019,Monthly,Final,26,326,3.00%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,10041,10370,October,3,2019,Monthly,Final,26,329,3.20%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,9076,9786,November,3,2019,Monthly,Final,26,710,7.30%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8663,9838,December,3,2019,Monthly,Final,26,1175,11.90%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8556,10201,January,3,2020,Monthly,Final,26,1645,16.10%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8561,10430,February,3,2019,Monthly,Final,26,1869,17.90%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8624,10418,March,3,2019,Monthly,Final,26,1794,17.20%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8801,9960,April,3,2019,Monthly,Final,26,1159,11.60%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,10092,10523,May,3,2019,Monthly,Final,26,431,4.10%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,10728,11154,June,3,2019,Monthly,Final,26,426,3.80%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,11025,11523,July,3,2019,Monthly,Final,26,498,4.30%
1,MI,Not Adj,31,"Cheboygan County, MI",County,4,8617,10531,January,3,2019,Monthly,Final,26,1914,18.20%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,14729,16251,January,3,2019,Monthly,Final,26,1522,9.40%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,14903,16269,February,3,2019,Monthly,Final,26,1366,8.40%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,14790,16134,March,3,2019,Monthly,Final,26,1344,8.30%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,14731,15815,April,3,2019,Monthly,Final,26,1084,6.90%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15041,15929,May,3,2019,Monthly,Final,26,888,5.60%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15206,16227,June,3,2019,Monthly,Final,26,1021,6.30%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,14922,16164,January,3,2020,Monthly,Final,26,1242,7.70%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15206,16261,February,3,2020,Monthly,Final,26,1055,6.50%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,14839,15793,March,3,2020,Monthly,Final,26,954,6.00%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,12668,15890,April,3,2020,Monthly,Final,26,3222,20.30%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,13951,16667,May,3,2020,Monthly,Preliminary,26,2716,16.30%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15143,16190,July,3,2019,Monthly,Final,26,1047,6.50%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15096,15963,August,3,2019,Monthly,Final,26,867,5.40%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15409,16045,September,3,2019,Monthly,Final,26,636,4.00%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15304,15871,October,3,2019,Monthly,Final,26,567,3.60%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,15035,15769,November,3,2019,Monthly,Final,26,734,4.70%
1,MI,Not Adj,33,"Chippewa County, MI",County,4,14881,15907,December,3,2019,Monthly,Final,26,1026,6.40%
1,MI,Not Adj,35,"Clare County, MI",County,4,10820,11821,January,3,2019,Monthly,Final,26,1001,8.50%
1,MI,Not Adj,35,"Clare County, MI",County,4,10902,11840,February,3,2019,Monthly,Final,26,938,7.90%
1,MI,Not Adj,35,"Clare County, MI",County,4,10853,11773,March,3,2019,Monthly,Final,26,920,7.80%
1,MI,Not Adj,35,"Clare County, MI",County,4,10976,11678,April,3,2019,Monthly,Final,26,702,6.00%
1,MI,Not Adj,35,"Clare County, MI",County,4,11224,11861,May,3,2019,Monthly,Final,26,637,5.40%
1,MI,Not Adj,35,"Clare County, MI",County,4,11192,11924,June,3,2019,Monthly,Final,26,732,6.10%
1,MI,Not Adj,35,"Clare County, MI",County,4,10803,11714,January,3,2020,Monthly,Final,26,911,7.80%
1,MI,Not Adj,35,"Clare County, MI",County,4,10975,11738,February,3,2020,Monthly,Final,26,763,6.50%
1,MI,Not Adj,35,"Clare County, MI",County,4,10693,11424,March,3,2020,Monthly,Final,26,731,6.40%
1,MI,Not Adj,35,"Clare County, MI",County,4,7177,10676,April,3,2020,Monthly,Final,26,3499,32.80%
1,MI,Not Adj,35,"Clare County, MI",County,4,8865,11674,May,3,2020,Monthly,Preliminary,26,2809,24.10%
1,MI,Not Adj,35,"Clare County, MI",County,4,11014,11807,July,3,2019,Monthly,Final,26,793,6.70%
1,MI,Not Adj,35,"Clare County, MI",County,4,11076,11710,August,3,2019,Monthly,Final,26,634,5.40%
1,MI,Not Adj,35,"Clare County, MI",County,4,11155,11661,September,3,2019,Monthly,Final,26,506,4.30%
1,MI,Not Adj,35,"Clare County, MI",County,4,11053,11551,October,3,2019,Monthly,Final,26,498,4.30%
1,MI,Not Adj,35,"Clare County, MI",County,4,10994,11539,November,3,2019,Monthly,Final,26,545,4.70%
1,MI,Not Adj,35,"Clare County, MI",County,4,10855,11564,December,3,2019,Monthly,Final,26,709,6.10%
1,MI,Not Adj,37,"Clinton County, MI",County,4,39438,41077,January,3,2019,Monthly,Final,26,1639,4.00%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40298,41694,February,3,2019,Monthly,Final,26,1396,3.30%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40125,41543,March,3,2019,Monthly,Final,26,1418,3.40%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40382,41475,April,3,2019,Monthly,Final,26,1093,2.60%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40506,41601,May,3,2019,Monthly,Final,26,1095,2.60%
1,MI,Not Adj,37,"Clinton County, MI",County,4,39367,40665,June,3,2019,Monthly,Final,26,1298,3.20%
1,MI,Not Adj,37,"Clinton County, MI",County,4,39826,41046,January,3,2020,Monthly,Final,26,1220,3.00%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40988,42040,February,3,2020,Monthly,Final,26,1052,2.50%
1,MI,Not Adj,37,"Clinton County, MI",County,4,39942,41000,March,3,2020,Monthly,Final,26,1058,2.60%
1,MI,Not Adj,37,"Clinton County, MI",County,4,31649,38999,April,3,2020,Monthly,Final,26,7350,18.80%
1,MI,Not Adj,37,"Clinton County, MI",County,4,34655,41008,May,3,2020,Monthly,Preliminary,26,6353,15.50%
1,MI,Not Adj,37,"Clinton County, MI",County,4,38841,40385,July,3,2019,Monthly,Final,26,1544,3.80%
1,MI,Not Adj,37,"Clinton County, MI",County,4,38888,40111,August,3,2019,Monthly,Final,26,1223,3.00%
1,MI,Not Adj,37,"Clinton County, MI",County,4,39841,40875,September,3,2019,Monthly,Final,26,1034,2.50%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40430,41529,October,3,2019,Monthly,Final,26,1099,2.60%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40770,41710,November,3,2019,Monthly,Final,26,940,2.30%
1,MI,Not Adj,37,"Clinton County, MI",County,4,40102,41124,December,3,2019,Monthly,Final,26,1022,2.50%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5136,5542,January,3,2019,Monthly,Final,26,406,7.30%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5167,5548,February,3,2019,Monthly,Final,26,381,6.90%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5079,5469,March,3,2019,Monthly,Final,26,390,7.10%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5194,5513,April,3,2019,Monthly,Final,26,319,5.80%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5403,5679,May,3,2019,Monthly,Final,26,276,4.90%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5498,5807,June,3,2019,Monthly,Final,26,309,5.30%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5261,5661,January,3,2020,Monthly,Final,26,400,7.10%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5337,5677,February,3,2020,Monthly,Final,26,340,6.00%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5159,5483,March,3,2020,Monthly,Final,26,324,5.90%
1,MI,Not Adj,39,"Crawford County, MI",County,4,3617,5113,April,3,2020,Monthly,Final,26,1496,29.30%
1,MI,Not Adj,39,"Crawford County, MI",County,4,4223,5522,May,3,2020,Monthly,Preliminary,26,1299,23.50%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5430,5775,July,3,2019,Monthly,Final,26,345,6.00%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5456,5738,August,3,2019,Monthly,Final,26,282,4.90%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5350,5581,September,3,2019,Monthly,Final,26,231,4.10%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5322,5537,October,3,2019,Monthly,Final,26,215,3.90%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5226,5501,November,3,2019,Monthly,Final,26,275,5.00%
1,MI,Not Adj,39,"Crawford County, MI",County,4,5158,5491,December,3,2019,Monthly,Final,26,333,6.10%
1,MI,Not Adj,41,"Delta County, MI",County,4,15826,17003,January,3,2019,Monthly,Final,26,1177,6.90%
1,MI,Not Adj,41,"Delta County, MI",County,4,15882,17019,February,3,2019,Monthly,Final,26,1137,6.70%
1,MI,Not Adj,41,"Delta County, MI",County,4,15942,17019,March,3,2019,Monthly,Final,26,1077,6.30%
1,MI,Not Adj,41,"Delta County, MI",County,4,16064,16958,April,3,2019,Monthly,Final,26,894,5.30%
1,MI,Not Adj,41,"Delta County, MI",County,4,16394,17229,May,3,2019,Monthly,Final,26,835,4.80%
1,MI,Not Adj,41,"Delta County, MI",County,4,16655,17548,June,3,2019,Monthly,Final,26,893,5.10%
1,MI,Not Adj,41,"Delta County, MI",County,4,16064,17141,January,3,2020,Monthly,Final,26,1077,6.30%
1,MI,Not Adj,41,"Delta County, MI",County,4,16229,17151,February,3,2020,Monthly,Final,26,922,5.40%
1,MI,Not Adj,41,"Delta County, MI",County,4,15868,16721,March,3,2020,Monthly,Final,26,853,5.10%
1,MI,Not Adj,41,"Delta County, MI",County,4,12585,16426,April,3,2020,Monthly,Final,26,3841,23.40%
1,MI,Not Adj,41,"Delta County, MI",County,4,14771,17798,May,3,2020,Monthly,Preliminary,26,3027,17.00%
1,MI,Not Adj,41,"Delta County, MI",County,4,16566,17567,July,3,2019,Monthly,Final,26,1001,5.70%
1,MI,Not Adj,41,"Delta County, MI",County,4,16739,17582,August,3,2019,Monthly,Final,26,843,4.80%
1,MI,Not Adj,41,"Delta County, MI",County,4,16584,17192,September,3,2019,Monthly,Final,26,608,3.50%
1,MI,Not Adj,41,"Delta County, MI",County,4,16489,17083,October,3,2019,Monthly,Final,26,594,3.50%
1,MI,Not Adj,41,"Delta County, MI",County,4,16214,16921,November,3,2019,Monthly,Final,26,707,4.20%
1,MI,Not Adj,41,"Delta County, MI",County,4,16034,17054,December,3,2019,Monthly,Final,26,1020,6.00%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11767,12369,January,3,2019,Monthly,Final,26,602,4.90%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11721,12304,February,3,2019,Monthly,Final,26,583,4.70%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11636,12212,March,3,2019,Monthly,Final,26,576,4.70%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11561,12040,April,3,2019,Monthly,Final,26,479,4.00%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11818,12278,May,3,2019,Monthly,Final,26,460,3.70%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,12003,12549,June,3,2019,Monthly,Final,26,546,4.40%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11745,12349,January,3,2020,Monthly,Final,26,604,4.90%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11802,12320,February,3,2020,Monthly,Final,26,518,4.20%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11460,11972,March,3,2020,Monthly,Final,26,512,4.30%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,10147,12152,April,3,2020,Monthly,Final,26,2005,16.50%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11718,13360,May,3,2020,Monthly,Preliminary,26,1642,12.30%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11829,12623,July,3,2019,Monthly,Final,26,794,6.30%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,12026,12500,August,3,2019,Monthly,Final,26,474,3.80%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11725,12112,September,3,2019,Monthly,Final,26,387,3.20%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11794,12167,October,3,2019,Monthly,Final,26,373,3.10%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11755,12184,November,3,2019,Monthly,Final,26,429,3.50%
1,MI,Not Adj,43,"Dickinson County, MI",County,4,11684,12216,December,3,2019,Monthly,Final,26,532,4.40%
1,MI,Not Adj,45,"Eaton County, MI",County,4,54872,57455,January,3,2019,Monthly,Final,26,2583,4.50%
1,MI,Not Adj,45,"Eaton County, MI",County,4,56033,58131,February,3,2019,Monthly,Final,26,2098,3.60%
1,MI,Not Adj,45,"Eaton County, MI",County,4,55743,57859,March,3,2019,Monthly,Final,26,2116,3.70%
1,MI,Not Adj,45,"Eaton County, MI",County,4,56063,57735,April,3,2019,Monthly,Final,26,1672,2.90%
1,MI,Not Adj,45,"Eaton County, MI",County,4,56093,57823,May,3,2019,Monthly,Final,26,1730,3.00%
1,MI,Not Adj,45,"Eaton County, MI",County,4,54420,56471,June,3,2019,Monthly,Final,26,2051,3.60%
1,MI,Not Adj,45,"Eaton County, MI",County,4,55453,57338,January,3,2020,Monthly,Final,26,1885,3.30%
1,MI,Not Adj,45,"Eaton County, MI",County,4,57006,58688,February,3,2020,Monthly,Final,26,1682,2.90%
1,MI,Not Adj,45,"Eaton County, MI",County,4,55470,57190,March,3,2020,Monthly,Final,26,1720,3.00%
1,MI,Not Adj,45,"Eaton County, MI",County,4,43692,55742,April,3,2020,Monthly,Final,26,12050,21.60%
1,MI,Not Adj,45,"Eaton County, MI",County,4,47755,58350,May,3,2020,Monthly,Preliminary,26,10595,18.20%
1,MI,Not Adj,45,"Eaton County, MI",County,4,53478,56058,July,3,2019,Monthly,Final,26,2580,4.60%
1,MI,Not Adj,45,"Eaton County, MI",County,4,53555,55429,August,3,2019,Monthly,Final,26,1874,3.40%
1,MI,Not Adj,45,"Eaton County, MI",County,4,54989,56555,September,3,2019,Monthly,Final,26,1566,2.80%
1,MI,Not Adj,45,"Eaton County, MI",County,4,55929,58050,October,3,2019,Monthly,Final,26,2121,3.70%
1,MI,Not Adj,45,"Eaton County, MI",County,4,56610,58086,November,3,2019,Monthly,Final,26,1476,2.50%
1,MI,Not Adj,45,"Eaton County, MI",County,4,55749,57356,December,3,2019,Monthly,Final,26,1607,2.80%
1,MI,Not Adj,47,"Emmet County, MI",County,4,15955,17406,January,3,2019,Monthly,Final,26,1451,8.30%
1,MI,Not Adj,47,"Emmet County, MI",County,4,15831,17228,February,3,2019,Monthly,Final,26,1397,8.10%
1,MI,Not Adj,47,"Emmet County, MI",County,4,15612,17006,March,3,2019,Monthly,Final,26,1394,8.20%
1,MI,Not Adj,47,"Emmet County, MI",County,4,15623,16762,April,3,2019,Monthly,Final,26,1139,6.80%
1,MI,Not Adj,47,"Emmet County, MI",County,4,17065,17877,May,3,2019,Monthly,Final,26,812,4.50%
1,MI,Not Adj,47,"Emmet County, MI",County,4,18137,19011,June,3,2019,Monthly,Final,26,874,4.60%
1,MI,Not Adj,47,"Emmet County, MI",County,4,16122,17374,January,3,2020,Monthly,Final,26,1252,7.20%
1,MI,Not Adj,47,"Emmet County, MI",County,4,16186,17269,February,3,2020,Monthly,Final,26,1083,6.30%
1,MI,Not Adj,47,"Emmet County, MI",County,4,15736,16726,March,3,2020,Monthly,Final,26,990,5.90%
1,MI,Not Adj,47,"Emmet County, MI",County,4,12191,17469,April,3,2020,Monthly,Final,26,5278,30.20%
1,MI,Not Adj,47,"Emmet County, MI",County,4,15016,19240,May,3,2020,Monthly,Preliminary,26,4224,22.00%
1,MI,Not Adj,47,"Emmet County, MI",County,4,18570,19445,July,3,2019,Monthly,Final,26,875,4.50%
1,MI,Not Adj,47,"Emmet County, MI",County,4,18331,19051,August,3,2019,Monthly,Final,26,720,3.80%
1,MI,Not Adj,47,"Emmet County, MI",County,4,17288,17872,September,3,2019,Monthly,Final,26,584,3.30%
1,MI,Not Adj,47,"Emmet County, MI",County,4,16847,17384,October,3,2019,Monthly,Final,26,537,3.10%
1,MI,Not Adj,47,"Emmet County, MI",County,4,16323,17036,November,3,2019,Monthly,Final,26,713,4.20%
1,MI,Not Adj,47,"Emmet County, MI",County,4,16208,17188,December,3,2019,Monthly,Final,26,980,5.70%
1,MI,Not Adj,49,"Genesee County, MI",County,4,171309,182173,January,3,2019,Monthly,Final,26,10864,6.00%
1,MI,Not Adj,49,"Genesee County, MI",County,4,172912,182778,February,3,2019,Monthly,Final,26,9866,5.40%
1,MI,Not Adj,49,"Genesee County, MI",County,4,172612,182521,March,3,2019,Monthly,Final,26,9909,5.40%
1,MI,Not Adj,49,"Genesee County, MI",County,4,173864,181839,April,3,2019,Monthly,Final,26,7975,4.40%
1,MI,Not Adj,49,"Genesee County, MI",County,4,171221,181436,May,3,2019,Monthly,Final,26,10215,5.60%
1,MI,Not Adj,49,"Genesee County, MI",County,4,175252,185201,June,3,2019,Monthly,Final,26,9949,5.40%
1,MI,Not Adj,49,"Genesee County, MI",County,4,174176,183289,January,3,2020,Monthly,Final,26,9113,5.00%
1,MI,Not Adj,49,"Genesee County, MI",County,4,178195,185753,February,3,2020,Monthly,Final,26,7558,4.10%
1,MI,Not Adj,49,"Genesee County, MI",County,4,173256,180757,March,3,2020,Monthly,Final,26,7501,4.10%
1,MI,Not Adj,49,"Genesee County, MI",County,4,128867,184165,April,3,2020,Monthly,Final,26,55298,30.00%
1,MI,Not Adj,49,"Genesee County, MI",County,4,146464,193901,May,3,2020,Monthly,Preliminary,26,47437,24.50%
1,MI,Not Adj,49,"Genesee County, MI",County,4,173328,184551,July,3,2019,Monthly,Final,26,11223,6.10%
1,MI,Not Adj,49,"Genesee County, MI",County,4,174910,183576,August,3,2019,Monthly,Final,26,8666,4.70%
1,MI,Not Adj,49,"Genesee County, MI",County,4,173035,180056,September,3,2019,Monthly,Final,26,7021,3.90%
1,MI,Not Adj,49,"Genesee County, MI",County,4,174906,183174,October,3,2019,Monthly,Final,26,8268,4.50%
1,MI,Not Adj,49,"Genesee County, MI",County,4,177003,183897,November,3,2019,Monthly,Final,26,6894,3.70%
1,MI,Not Adj,49,"Genesee County, MI",County,4,176302,183587,December,3,2019,Monthly,Final,26,7285,4.00%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9122,9845,January,3,2019,Monthly,Final,26,723,7.30%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9222,9920,February,3,2019,Monthly,Final,26,698,7.00%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9230,9895,March,3,2019,Monthly,Final,26,665,6.70%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9291,9806,April,3,2019,Monthly,Final,26,515,5.30%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9500,10019,May,3,2019,Monthly,Final,26,519,5.20%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9559,10148,June,3,2019,Monthly,Final,26,589,5.80%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9108,9792,January,3,2020,Monthly,Final,26,684,7.00%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9301,9876,February,3,2020,Monthly,Final,26,575,5.80%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,9079,9621,March,3,2020,Monthly,Final,26,542,5.60%
1,MI,Not Adj,51,"Gladwin County, MI",County,4,6335,8784,April,3,2020,Monthly,Final,26,2449,27.90%
